accuracy,loss,val_accuracy,val_loss,learning_rate
0.44730344414711,0.3666819632053375,0.48561856150627136,0.2608850598335266,0.00039999998989515007
0.4661179780960083,0.2700228989124298,0.48787108063697815,0.2614361643791199,0.00039999998989515007
0.46941015124320984,0.26689618825912476,0.4577220678329468,0.25922390818595886,0.00039999998989515007
0.47551801800727844,0.26447638869285583,0.49520617723464966,0.2567274868488312,0.00039999998989515007
0.47420403361320496,0.2631849944591522,0.4753956198692322,0.2566221058368683,0.00039999998989515007
0.47649988532066345,0.2620070278644562,0.4790920615196228,0.2559223771095276,0.00039999998989515007
0.48005199432373047,0.26064178347587585,0.47689729928970337,0.25549831986427307,0.00039999998989515007
0.48078837990760803,0.2596924304962158,0.48238420486450195,0.25334465503692627,0.00039999998989515007
0.483329713344574,0.25915470719337463,0.47204574942588806,0.25599411129951477,0.00039999998989515007
0.4804418385028839,0.2584551274776459,0.4900658428668976,0.25145670771598816,0.00039999998989515007
0.4822756350040436,0.2577885389328003,0.496245801448822,0.25166064500808716,0.00039999998989515007
0.48335859179496765,0.2572755813598633,0.4886796772480011,0.2525956928730011,0.00039999998989515007
0.48448488116264343,0.256386935710907,0.46557697653770447,0.2537415027618408,0.00039999998989515007
0.4828099012374878,0.25621622800827026,0.4854452908039093,0.24859920144081116,0.00039999998989515007
0.48543787002563477,0.2553645074367523,0.4882753789424896,0.25073596835136414,0.00039999998989515007
0.48691070079803467,0.25455692410469055,0.4811135530471802,0.2517041265964508,0.00039999998989515007
0.4871128499507904,0.2547081410884857,0.4846944808959961,0.248738631606102,0.00039999998989515007
0.4884990155696869,0.2540327310562134,0.47504907846450806,0.25277119874954224,0.00039999998989515007
0.4885134696960449,0.253280371427536,0.5004620552062988,0.2471337914466858,0.00039999998989515007
0.4877192974090576,0.2525367736816406,0.4860806167125702,0.24633671343326569,0.00039999998989515007
0.48939427733421326,0.2523353397846222,0.49110546708106995,0.24702158570289612,0.00039999998989515007
0.48946645855903625,0.2522594630718231,0.5038697123527527,0.2448750138282776,0.00039999998989515007
0.4911847412586212,0.2513209581375122,0.5020214915275574,0.24459777772426605,0.00039999998989515007
0.49171900749206543,0.25095516443252563,0.4886796772480011,0.2466401755809784,0.00039999998989515007
0.4925276041030884,0.2505165636539459,0.50196373462677,0.24392804503440857,0.00039999998989515007
0.49278751015663147,0.25021448731422424,0.4963035583496094,0.24326245486736298,0.00039999998989515007
0.49259981513023376,0.24983493983745575,0.500981867313385,0.24183382093906403,0.00039999998989515007
0.49262869358062744,0.24956679344177246,0.49272266030311584,0.24226564168930054,0.00039999998989515007
0.492469847202301,0.24925053119659424,0.504736065864563,0.24135902523994446,0.00039999998989515007
0.49300411343574524,0.2486504316329956,0.4958992600440979,0.24018540978431702,0.00039999998989515007
0.4949101209640503,0.24820858240127563,0.4818066358566284,0.2408566176891327,0.00039999998989515007
0.49426034092903137,0.24780605733394623,0.4861961305141449,0.23953576385974884,0.00039999998989515007
0.49613747000694275,0.24738450348377228,0.493242472410202,0.23975472152233124,0.00039999998989515007
0.49508339166641235,0.24697652459144592,0.48561856150627136,0.24090006947517395,0.00039999998989515007
0.49655619263648987,0.24698667228221893,0.5103384256362915,0.24445007741451263,0.00039999998989515007
0.4960797131061554,0.246291846036911,0.5028878450393677,0.23748371005058289,0.00039999998989515007
0.4960508346557617,0.24590200185775757,0.5015016794204712,0.23848427832126617,0.00039999998989515007
0.4961230158805847,0.2455761879682541,0.49445536732673645,0.2364029884338379,0.00039999998989515007
0.4984622001647949,0.24521856009960175,0.491278737783432,0.23837454617023468,0.00039999998989515007
0.4987654387950897,0.24492017924785614,0.4975164532661438,0.23532259464263916,0.00039999998989515007
0.4969027638435364,0.24486307799816132,0.49636131525039673,0.2370985597372055,0.00039999998989515007
0.49836114048957825,0.24461910128593445,0.49982672929763794,0.2366706281900406,0.00039999998989515007
0.4978846311569214,0.24383017420768738,0.5014439225196838,0.23660913109779358,0.00039999998989515007
0.4991697371006012,0.24409936368465424,0.4882753789424896,0.23839148879051208,0.00039999998989515007
0.49866434931755066,0.24361832439899445,0.517615795135498,0.23372042179107666,0.00039999998989515007
0.4999639093875885,0.2435712069272995,0.5068730711936951,0.23334236443042755,0.00039999998989515007
0.4997328817844391,0.24245426058769226,0.5105116963386536,0.23243914544582367,0.00039999998989515007
0.5005847811698914,0.24288544058799744,0.49468639492988586,0.23535948991775513,0.00039999998989515007
0.5004692673683167,0.24228952825069427,0.49457088112831116,0.2322370409965515,0.00039999998989515007
0.5007869601249695,0.24226610362529755,0.5009241104125977,0.2304776906967163,0.00039999998989515007
0.5009458065032959,0.2420853227376938,0.5034076571464539,0.23089677095413208,0.00039999998989515007
0.5025196671485901,0.2415720820426941,0.510742723941803,0.2293972223997116,0.00039999998989515007
0.5004981756210327,0.24146462976932526,0.4983828067779541,0.23240454494953156,0.00039999998989515007
0.5011623501777649,0.2411467283964157,0.5108582377433777,0.2329501062631607,0.00039999998989515007
0.5014511346817017,0.2408558577299118,0.4987293481826782,0.2331581711769104,0.00039999998989515007
0.5010035634040833,0.24069347977638245,0.5077971816062927,0.22948528826236725,0.00039999998989515007
0.5034293532371521,0.24031880497932434,0.4965345859527588,0.2310771346092224,0.00039999998989515007
0.5028951168060303,0.2404138743877411,0.49520617723464966,0.23288355767726898,0.00039999998989515007
0.5038769841194153,0.2400558888912201,0.504909336566925,0.23299658298492432,0.00039999998989515007
0.5043534636497498,0.23949263989925385,0.5067575573921204,0.22722956538200378,0.00039999998989515007
0.5029095411300659,0.2393118292093277,0.5150167346000671,0.22871527075767517,0.00039999998989515007
0.5010901689529419,0.24003048241138458,0.5089523196220398,0.22682702541351318,0.00039999998989515007
0.5031405687332153,0.23904913663864136,0.5157098174095154,0.22954702377319336,0.00039999998989515007
0.5025485754013062,0.2390841245651245,0.5147279500961304,0.2271987795829773,0.00039999998989515007
0.5060717463493347,0.2385668009519577,0.5121288895606995,0.22509899735450745,0.00039999998989515007
0.5044978857040405,0.23854763805866241,0.5080282092094421,0.2284003347158432,0.00039999998989515007
0.5052487254142761,0.23838898539543152,0.5036964416503906,0.22986219823360443,0.00039999998989515007
0.5031983256340027,0.23801903426647186,0.5000577569007874,0.22903886437416077,0.00039999998989515007
