accuracy,loss,val_accuracy,val_loss,learning_rate
0.3500562012195587,0.33242329955101013,0.3828980028629303,0.27247166633605957,0.000699999975040555
0.36742985248565674,0.30808576941490173,0.4005194902420044,0.2631279528141022,0.000699999975040555
0.3717350959777832,0.30212917923927307,0.41244685649871826,0.2529059946537018,0.000699999975040555
0.3741549253463745,0.29832586646080017,0.41364315152168274,0.24449723958969116,0.000699999975040555
0.37594279646873474,0.2955538332462311,0.4088919460773468,0.23967988789081573,0.000699999975040555
0.37766754627227783,0.2932705879211426,0.41278696060180664,0.23823204636573792,0.000699999975040555
0.3793008625507355,0.2912707030773163,0.4106519818305969,0.23376986384391785,0.000699999975040555
0.3801817297935486,0.28969016671180725,0.4151115417480469,0.2331397980451584,0.000699999975040555
0.38164734840393066,0.2881465256214142,0.40885964035987854,0.2291313260793686,0.000699999975040555
0.38360315561294556,0.2866956293582916,0.4218685030937195,0.2267943024635315,0.000699999975040555
0.3842914402484894,0.28544458746910095,0.4336938261985779,0.22596317529678345,0.000699999975040555
0.3854273855686188,0.28417903184890747,0.422280877828598,0.2230507880449295,0.000699999975040555
0.3869125545024872,0.28312385082244873,0.4313964545726776,0.2231166660785675,0.000699999975040555
0.38721758127212524,0.2820776104927063,0.4175993800163269,0.22069446742534637,0.000699999975040555
0.3884323835372925,0.28088557720184326,0.43862447142601013,0.21870127320289612,0.000699999975040555
0.3890092968940735,0.27986401319503784,0.43217018246650696,0.21614442765712738,0.000699999975040555
0.3898916244506836,0.27898526191711426,0.4230792820453644,0.2165338099002838,0.000699999975040555
0.39043962955474854,0.278016060590744,0.4206025004386902,0.2133195847272873,0.000699999975040555
0.39092257618904114,0.2771579623222351,0.4409635066986084,0.21355798840522766,0.000699999975040555
0.3915974497795105,0.2764489948749542,0.4434819519519806,0.21292750537395477,0.000699999975040555
0.39224833250045776,0.27544164657592773,0.42563003301620483,0.20811638236045837,0.000699999975040555
0.3926617503166199,0.2747992277145386,0.427935928106308,0.20948627591133118,0.000699999975040555
0.3929140865802765,0.27408042550086975,0.4246462881565094,0.2078847587108612,0.000699999975040555
0.39365720748901367,0.27345478534698486,0.44157910346984863,0.20586970448493958,0.000699999975040555
0.394183486700058,0.2727980315685272,0.4250790774822235,0.20598635077476501,0.000699999975040555
0.3946458399295807,0.27212202548980713,0.42367106676101685,0.20633898675441742,0.000699999975040555
0.39522483944892883,0.2715572714805603,0.43448373675346375,0.20617227256298065,0.000699999975040555
0.3954150974750519,0.2709462642669678,0.4333273768424988,0.20383137464523315,0.000699999975040555
0.39539873600006104,0.2704978287220001,0.4366510212421417,0.20185305178165436,0.000699999975040555
0.395630419254303,0.27002763748168945,0.4349173605442047,0.20111456513404846,0.000699999975040555
0.39625853300094604,0.26942476630210876,0.4396804869174957,0.20224227011203766,0.000699999975040555
0.39613503217697144,0.26900410652160645,0.44635242223739624,0.20236840844154358,0.000699999975040555
0.39661458134651184,0.2684895694255829,0.44279494881629944,0.1994132250547409,0.000699999975040555
0.3968575596809387,0.26806169748306274,0.44123387336730957,0.20134443044662476,0.000699999975040555
0.39716681838035583,0.2677655816078186,0.442550927400589,0.1988641917705536,0.000699999975040555
0.39759939908981323,0.26727697253227234,0.4446111023426056,0.19740185141563416,0.000699999975040555
0.39782577753067017,0.2669113576412201,0.442773699760437,0.19750851392745972,0.000699999975040555
0.3980576694011688,0.2664353847503662,0.44489338994026184,0.19736506044864655,0.000699999975040555
0.3981510102748871,0.2661946415901184,0.43675050139427185,0.19647912681102753,0.000699999975040555
0.3984392285346985,0.26583757996559143,0.4419344961643219,0.19521014392375946,0.000699999975040555
0.39837589859962463,0.2655499577522278,0.43518519401550293,0.19450081884860992,0.000699999975040555
0.3988054692745209,0.26504191756248474,0.4449027180671692,0.19349366426467896,0.000699999975040555
0.3987449109554291,0.26482096314430237,0.43264293670654297,0.19423843920230865,0.000699999975040555
0.3996782600879669,0.2644856572151184,0.44916844367980957,0.1940818876028061,0.000699999975040555
0.3999042212963104,0.2641376852989197,0.43446415662765503,0.19238577783107758,0.000699999975040555
